,filter,instrument,mjd,magpsf,sigmamagpsf
397,UVW1,Swift,58693.68759999981,18.7,0.07
398,U,Swift,58693.6894,18.5,0.09
399,B,Swift,58693.6900999998,18.05,0.1
400,UVW2,Swift,58693.6913999999,19.3,0.07
401,V,Swift,58693.6941,17.76,0.15
402,UVM2,Swift,58693.6957,19.09,0.07
403,UVW1,Swift,58705.7481,18.73,0.1
404,U,Swift,58705.7497,18.38,0.11
405,B,Swift,58705.7505000001,17.98,0.12
406,UVW2,Swift,58705.7527999999,19.29,0.09
407,V,Swift,58705.7552,17.64,0.18
408,UVM2,Swift,58705.7587000001,19.14,0.08
409,UVW1,Swift,58712.4134,18.88,0.1
410,U,Swift,58712.41429999981,18.61,0.14
411,B,Swift,58712.414799999904,18.48,0.2
412,UVW2,Swift,58712.4164999998,19.37,0.09
413,V,Swift,58712.4177999999,17.89,0.2
414,UVM2,Swift,58712.419999999904,19.16,0.08
415,B,Swift,58659.79178099999,18.242603,0.11717013
416,B,Swift,58672.454372,18.29212,0.1131583
417,B,Swift,58678.268665999996,17.971829999999997,0.11200022
418,B,Swift,58683.763028999994,18.16819,0.18873303
419,B,Swift,58688.410061,18.263262,0.17922793
420,B,Swift,58693.690179,18.167279999999998,0.10298708
421,B,Swift,58705.750576,18.100149,0.12102044
422,B,Swift,58707.273271000005,18.104937,0.10719431
423,B,Swift,58712.414917999995,18.425857999999998,0.16117795
424,B,Swift,58719.556617999995,18.121798000000002,0.18195246
425,B,Swift,58724.335726,18.095732,0.1223539
426,B,Swift,58729.581161,18.315672,0.20068169
427,B,Swift,58734.432284,18.192970000000003,0.11346459
428,B,Swift,58750.42963200001,18.375969,0.12289985
429,UVM2,Swift,58659.801861,19.065607,0.08681594599999999
430,UVM2,Swift,58672.459023,19.343756,0.087666035
431,UVM2,Swift,58678.272927,19.535785999999998,0.10288633
432,UVM2,Swift,58683.76632,19.206392,0.15220675
433,UVM2,Swift,58688.414939999995,19.304686,0.12701605
434,UVM2,Swift,58693.695769000005,19.136242000000003,0.081027955
435,UVM2,Swift,58705.758760000004,19.18705,0.097072586
436,UVM2,Swift,58707.28413099999,19.236713,0.088830806
437,UVM2,Swift,58712.420124000004,19.216601999999998,0.09457153800000001
438,UVM2,Swift,58719.560444,19.238426,0.13741647
439,UVM2,Swift,58724.341094,19.400576,0.092904948
440,UVM2,Swift,58729.918265,19.488274,0.13305801
441,UVM2,Swift,58734.443096,19.562826,0.09942431
442,UVM2,Swift,58750.434259,19.647606,0.084877223
443,UVM2,Swift,59007.690095000005,20.32732,0.15164712
444,UVW1,Swift,58659.788801,18.750013,0.09662414300000001
445,UVW1,Swift,58672.452852999995,18.91057,0.096822955
446,UVW1,Swift,58678.267365,19.13899,0.12141421
447,UVW1,Swift,58683.83098099999,18.927661999999998,0.10437633
448,UVW1,Swift,58688.408578999995,18.996994,0.15004952
449,UVW1,Swift,58693.687754,18.737217,0.08664947699999999
450,UVW1,Swift,58705.748187,18.700976999999998,0.10347875
451,UVW1,Swift,58707.270101,18.789179,0.09617120800000001
452,UVW1,Swift,58712.413475,18.931499,0.10842649
453,UVW1,Swift,58719.55545299999,19.095551,0.17199579999999998
454,UVW1,Swift,58724.334074,19.18919,0.11770212
455,UVW1,Swift,58729.579565,19.224297,0.12369327
456,UVW1,Swift,58734.429166999995,19.202446,0.12010989
457,UVW1,Swift,58750.428347,19.229052,0.09904937400000001
458,UVW1,Swift,59007.690095000005,20.051571,0.14463167
459,UVW2,Swift,58659.794713,19.108751,0.09379267699999999
460,UVW2,Swift,58672.45559,19.486481,0.10134917
461,UVW2,Swift,58678.269873000005,19.655743,0.12122616
462,UVW2,Swift,58683.76405700001,19.502901,0.16543466
463,UVW2,Swift,58688.411506,19.327896,0.13354847
464,UVW2,Swift,58693.691472000006,19.354584,0.09214019
465,UVW2,Swift,58705.752935000004,19.335875,0.10957572
466,UVW2,Swift,58707.276396,19.343969,0.09933345800000001
467,UVW2,Swift,58712.416553999996,19.434927,0.10580643
468,UVW2,Swift,58719.557744000005,19.659048000000002,0.17177425
469,UVW2,Swift,58724.337263,19.374479,0.101391
470,UVW2,Swift,58729.914907000006,19.694052,0.16817872
471,UVW2,Swift,58734.435355999994,19.791573,0.11743566
472,UVW2,Swift,58750.431,19.862637,0.10306040000000001
473,UVW2,Swift,59007.690095000005,20.336237,0.11962118
474,U,Swift,58659.79076900001,18.325232,0.097748637
475,U,Swift,58672.453876,18.526505,0.10001575
476,U,Swift,58678.268222000006,18.555342,0.11753001
477,U,Swift,58683.76265599999,18.638399,0.18535799
478,U,Swift,58688.409546,18.42461,0.14733407
479,U,Swift,58693.689475,18.514758999999998,0.095200911
480,U,Swift,58705.749763,18.391745,0.11087659
481,U,Swift,58707.272195000005,18.416176,0.099212125
482,U,Swift,58712.41439500001,18.559835,0.12345038
483,U,Swift,58719.55621,18.223999,0.14840581
484,U,Swift,58724.335168,18.43228,0.11010879
485,U,Swift,58729.580637,18.692541000000002,0.13048047
486,U,Swift,58734.431226,18.488216,0.10414004
487,U,Swift,58750.429169,18.699741,0.10508538
488,U,Swift,59007.690095000005,19.535429,0.12017627
489,V,Swift,58659.797638,17.896245999999998,0.1689634
490,V,Swift,58672.457141,18.104001999999998,0.17872331
491,V,Swift,58678.271147,18.019234,0.20007767
492,V,Swift,58683.765071,18.002487,0.30967346
493,V,Swift,58688.412937,18.117838,0.27170774
494,V,Swift,58693.694219000005,17.826971,0.14086673
495,V,Swift,58705.755286,17.72427,0.17136867
496,V,Swift,58707.279511,18.030967999999998,0.17628694
497,V,Swift,58712.417880999994,17.990265,0.18945429
498,V,Swift,58719.558858000004,17.565239000000002,0.22343127
499,V,Swift,58724.338880999996,17.895567,0.16952622
500,V,Swift,58729.916147,18.236206,0.33871013
501,V,Swift,58734.438420000006,17.810152,0.1572174
502,V,Swift,58750.432195,18.025635,0.15668081
503,J,P200,59032.0,17.51,0.2
504,H,P200,59032.0,16.45,0.2
505,Ks,P200,59032.0,15.33,0.2
