wavelength,transmission
5700,7.51E-06
5702,9.488E-06
5704,1.1466E-05
5706,1.3444E-05
5708,1.5422E-05
5710,1.74E-05
5712,1.6998E-05
5714,1.6596E-05
5716,1.6194E-05
5718,1.5792E-05
5720,1.539E-05
5722,1.5672E-05
5724,1.5954E-05
5726,1.6236E-05
5728,1.6518E-05
5730,1.68E-05
5732,1.7918E-05
5734,1.9036E-05
5736,2.0154E-05
5738,2.1272E-05
5740,2.239E-05
5742,2.33E-05
5744,2.421E-05
5746,2.512E-05
5748,2.603E-05
5750,2.694E-05
5752,2.2058E-05
5754,1.7176E-05
5756,1.2294E-05
5758,7.412E-06
5760,2.53E-06
5762,3.106E-06
5764,3.682E-06
5766,4.258E-06
5768,4.834E-06
5770,5.41E-06
5772,5.822E-06
5774,6.234E-06
5776,6.646E-06
5778,7.058E-06
5780,7.47E-06
5782,5.976E-06
5784,4.482E-06
5786,2.988E-06
5788,1.494E-06
5790,6.72205E-20
5792,5.46E-07
5794,1.092E-06
5796,1.638E-06
5798,2.184E-06
5800,2.73E-06
5802,2.834E-06
5804,2.938E-06
5806,3.042E-06
5808,3.146E-06
5810,3.25E-06
5812,8.1E-06
5814,1.295E-05
5816,1.78E-05
5818,2.265E-05
5820,2.75E-05
5822,2.7248E-05
5824,2.6996E-05
5826,2.6744E-05
5828,2.6492E-05
5830,2.624E-05
5832,2.2202E-05
5834,1.8164E-05
5836,1.4126E-05
5838,1.0088E-05
5840,6.05E-06
5842,1.2074E-05
5844,1.8098E-05
5846,2.4122E-05
5848,3.0146E-05
5850,3.617E-05
5852,3.5038E-05
5854,3.3906E-05
5856,3.2774E-05
5858,3.1642E-05
5860,3.051E-05
5862,2.6364E-05
5864,2.2218E-05
5866,1.8072E-05
5868,1.3926E-05
5870,9.78E-06
5872,1.0804E-05
5874,1.1828E-05
5876,1.2852E-05
5878,1.3876E-05
5880,1.49E-05
5882,1.308E-05
5884,1.126E-05
5886,9.44E-06
5888,7.62E-06
5890,5.8E-06
5892,5.062E-06
5894,4.324E-06
5896,3.586E-06
5898,2.848E-06
5900,2.11E-06
5902,6.256E-06
5904,1.0402E-05
5906,1.4548E-05
5908,1.8694E-05
5910,2.284E-05
5912,1.966E-05
5914,1.648E-05
5916,1.33E-05
5918,1.012E-05
5920,6.94E-06
5922,9.258E-06
5924,1.1576E-05
5926,1.3894E-05
5928,1.6212E-05
5930,1.853E-05
5932,1.654E-05
5934,1.455E-05
5936,1.256E-05
5938,1.057E-05
5940,8.58E-06
5942,9.594E-06
5944,1.0608E-05
5946,1.1622E-05
5948,1.2636E-05
5950,1.365E-05
5952,1.3626E-05
5954,1.3602E-05
5956,1.3578E-05
5958,1.3554E-05
5960,1.353E-05
5962,1.6802E-05
5964,2.0074E-05
5966,2.3346E-05
5968,2.6618E-05
5970,2.989E-05
5972,2.6196E-05
5974,2.2502E-05
5976,1.8808E-05
5978,1.5114E-05
5980,1.142E-05
5982,1.1762E-05
5984,1.2104E-05
5986,1.2446E-05
5988,1.2788E-05
5990,1.313E-05
5992,1.6916E-05
5994,2.0702E-05
5996,2.4488E-05
5998,2.8274E-05
6000,3.206E-05
6002,2.9726E-05
6004,2.7392E-05
6006,2.5058E-05
6008,2.2724E-05
6010,2.039E-05
6012,2.3552E-05
6014,2.6714E-05
6016,2.9876E-05
6018,3.3038E-05
6020,3.62E-05
6022,4.1314E-05
6024,4.6428E-05
6026,5.1542E-05
6028,5.6656E-05
6030,6.177E-05
6032,5.4654E-05
6034,4.7538E-05
6036,4.0422E-05
6038,3.3306E-05
6040,2.619E-05
6042,2.3168E-05
6044,2.0146E-05
6046,1.7124E-05
6048,1.4102E-05
6050,1.108E-05
6052,1.6278E-05
6054,2.1476E-05
6056,2.6674E-05
6058,3.1872E-05
6060,3.707E-05
6062,3.5226E-05
6064,3.3382E-05
6066,3.1538E-05
6068,2.9694E-05
6070,2.785E-05
6072,2.4264E-05
6074,2.0678E-05
6076,1.7092E-05
6078,1.3506E-05
6080,9.92E-06
6082,9.972E-06
6084,1.0024E-05
6086,1.0076E-05
6088,1.0128E-05
6090,1.018E-05
6092,1.1544E-05
6094,1.2908E-05
6096,1.4272E-05
6098,1.5636E-05
6100,1.7E-05
6102,2.0552E-05
6104,2.4104E-05
6106,2.7656E-05
6108,3.1208E-05
6110,3.476E-05
6112,2.894E-05
6114,2.312E-05
6116,1.73E-05
6118,1.148E-05
6120,5.66E-06
6122,5.43E-06
6124,5.2E-06
6126,4.97E-06
6128,4.74E-06
6130,4.51E-06
6132,8.708E-06
6134,1.2906E-05
6136,1.7104E-05
6138,2.1302E-05
6140,2.55E-05
6142,2.5974E-05
6144,2.6448E-05
6146,2.6922E-05
6148,2.7396E-05
6150,2.787E-05
6152,2.3736E-05
6154,1.9602E-05
6156,1.5468E-05
6158,1.1334E-05
6160,7.2E-06
6162,8.464E-06
6164,9.728E-06
6166,1.0992E-05
6168,1.2256E-05
6170,1.352E-05
6172,1.1994E-05
6174,1.0468E-05
6176,8.942E-06
6178,7.416E-06
6180,5.89E-06
6182,7.17E-06
6184,8.45E-06
6186,9.73E-06
6188,1.101E-05
6190,1.229E-05
6192,1.2452E-05
6194,1.2614E-05
6196,1.2776E-05
6198,1.2938E-05
6200,1.31E-05
6202,1.2416E-05
6204,1.1732E-05
6206,1.1048E-05
6208,1.0364E-05
6210,9.68E-06
6212,1.0196E-05
6214,1.0712E-05
6216,1.1228E-05
6218,1.1744E-05
6220,1.226E-05
6222,1.747E-05
6224,2.268E-05
6226,2.789E-05
6228,3.31E-05
6230,3.831E-05
6232,3.7182E-05
6234,3.6054E-05
6236,3.4926E-05
6238,3.3798E-05
6240,3.267E-05
6242,2.6816E-05
6244,2.0962E-05
6246,1.5108E-05
6248,9.254E-06
6250,3.4E-06
6252,5.588E-06
6254,7.776E-06
6256,9.964E-06
6258,1.2152E-05
6260,1.434E-05
6262,1.9238E-05
6264,2.4136E-05
6266,2.9034E-05
6268,3.3932E-05
6270,3.883E-05
6272,3.6636E-05
6274,3.4442E-05
6276,3.2248E-05
6278,3.0054E-05
6280,2.786E-05
6282,2.4436E-05
6284,2.1012E-05
6286,1.7588E-05
6288,1.4164E-05
6290,1.074E-05
6292,1.3716E-05
6294,1.6692E-05
6296,1.9668E-05
6298,2.2644E-05
6300,2.562E-05
6302,2.8518E-05
6304,3.1416E-05
6306,3.4314E-05
6308,3.7212E-05
6310,4.011E-05
6312,4.4452E-05
6314,4.8794E-05
6316,5.3136E-05
6318,5.7478E-05
6320,6.182E-05
6322,5.1134E-05
6324,4.0448E-05
6326,2.9762E-05
6328,1.9076E-05
6330,8.39E-06
6332,7.262E-06
6334,6.134E-06
6336,5.006E-06
6338,3.878E-06
6340,2.75E-06
6342,4.6E-06
6344,6.45E-06
6346,8.3E-06
6348,1.015E-05
6350,1.2E-05
6352,1.2942E-05
6354,1.3884E-05
6356,1.4826E-05
6358,1.5768E-05
6360,1.671E-05
6362,1.4638E-05
6364,1.2566E-05
6366,1.0494E-05
6368,8.422E-06
6370,6.35E-06
6372,5.222E-06
6374,4.094E-06
6376,2.966E-06
6378,1.838E-06
6380,7.1E-07
6382,5.168E-06
6384,9.626E-06
6386,1.4084E-05
6388,1.8542E-05
6390,2.3E-05
6392,2.4736E-05
6394,2.6472E-05
6396,2.8208E-05
6398,2.9944E-05
6400,3.168E-05
6402,2.6126E-05
6404,2.0572E-05
6406,1.5018E-05
6408,9.464E-06
6410,3.91E-06
6412,7.422E-06
6414,1.0934E-05
6416,1.4446E-05
6418,1.7958E-05
6420,2.147E-05
6422,2.2898E-05
6424,2.4326E-05
6426,2.5754E-05
6428,2.7182E-05
6430,2.861E-05
6432,3.3916E-05
6434,3.9222E-05
6436,4.4528E-05
6438,4.9834E-05
6440,5.514E-05
6442,4.8368E-05
6444,4.1596E-05
6446,3.4824E-05
6448,2.8052E-05
6450,2.128E-05
6452,2.0512E-05
6454,1.9744E-05
6456,1.8976E-05
6458,1.8208E-05
6460,1.744E-05
6462,1.7674E-05
6464,1.7908E-05
6466,1.8142E-05
6468,1.8376E-05
6470,1.861E-05
6472,1.5672E-05
6474,1.2734E-05
6476,9.796E-06
6478,6.858E-06
6480,3.92E-06
6482,5.672E-06
6484,7.424E-06
6486,9.176E-06
6488,1.0928E-05
6490,1.268E-05
6492,1.5912E-05
6494,1.9144E-05
6496,2.2376E-05
6498,2.5608E-05
6500,2.884E-05
6502,2.593E-05
6504,2.302E-05
6506,2.011E-05
6508,1.72E-05
6510,1.429E-05
6512,2.188E-05
6514,2.947E-05
6516,3.706E-05
6518,4.465E-05
6520,5.224E-05
6522,4.3552E-05
6524,3.4864E-05
6526,2.6176E-05
6528,1.7488E-05
6530,8.8E-06
6532,8.874E-06
6534,8.948E-06
6536,9.022E-06
6538,9.096E-06
6540,9.17E-06
6542,9.866E-06
6544,1.0562E-05
6546,1.1258E-05
6548,1.1954E-05
6550,1.265E-05
6552,2.6336E-05
6554,4.0022E-05
6556,5.3708E-05
6558,6.7394E-05
6560,8.108E-05
6562,7.475E-05
6564,6.842E-05
6566,6.209E-05
6568,5.576E-05
6570,4.943E-05
6572,4.2502E-05
6574,3.5574E-05
6576,2.8646E-05
6578,2.1718E-05
6580,1.479E-05
6582,1.542E-05
6584,1.605E-05
6586,1.668E-05
6588,1.731E-05
